price_vnd,sim_number
5000000,373051996
500000,921423324
5000000,971955679
120000000,988888266
500000,375298922
11000000,985867898
3000000,919464989
450000,971922346
450000,328784766
500000,937923486
1000000,763011822
3000000,818731368
500000,879287858
450000,384976399
3000000,916042142
5000000,901388379
5000000,337139668
1000000,708143149
450000,334306179
5000000,398982012
550000000,905058888
1000000,909348626
3000000,896899090
450000,989679748
10000000,987052020
3000000,939892186
500000,973893219
50000000,792206666
450000,336130266
450000,327557468
450000,363537667
5000000,825333330
450000,332324188
10000000,962959678
5000000,983582015
15000000,889898589
500000,795333184
500000,899515184
450000,343070566
500000,984297467
450000,328040482
3000000,989080416
1000000,763919399
1000000,921651221
450000,329362442
1000000,945982061
1000000,936693036
500000,913329031
155000000,867909999
3000000,981241194
50000000,829866866
1000000,783420520
500000,867773392
3000000,352573979
1000000,763638438
1000000,763665234
450000,343220739
1000000,763518018
1000000,947418167
1000000,898027171
450000,333154669
12500000,866606006
5000000,908999596
450000,327130904
450000,357241499
5000000,336010191
3000000,799787222
3000000,855682288
450000,344184686
450000,866926918
13125000,931563168
450000,359299139
5000000,924210777
450000,342850539
500000,879879737
450000,335471279
11000000,859438999
93000000,937141414
13900000,329989666
11500000,768282666
1000000,838911567
3000000,368736879
500000,969431917
450000,866366436
12000000,914383738
450000,332152566
10000000,852574574
10600000,899088908
5000000,776761761
500000,879483738
1000000,702682182
5000000,913612399
450000,333710399
1000000,947600365
13000000,784339339
3000000,817775253
3000000,846779968
500000,877994088
12000000,932770555
450000,344121366
50000000,779526666
15000000,706092015
5000000,367434445
450000,335972486
1000000,886456856
450000,365251088
3000000,836977797
3000000,901638836
1000000,393593935
5000000,333990669
1000000,836983188
5000000,906994993
11325000,845239678
450000,367153567
3000000,816131818
450000,344060775
3000000,866868128
12500000,912969779
1000000,763039654
5000000,896711811
12000000,396685686
450000,328158366
1000000,763567267
1000000,848406879
13250000,356777000
500000,909823841
14000000,949682345
1000000,705179339
500000,965089311
450000,338625986
450000,336190639
12000000,921857999
500000,879882285
500000,879288486
1000000,909107350
1000000,762781974
12060000,786000008
1000000,762658484
450000,336260795
12000000,827061996
450000,343257997
450000,334458239
450000,344136968
200000000,819926789
450000,866054562
13000000,778090999
500000,935363895
450000,353316539
3000000,353740740
500000,971864808
450000,865369039
1000000,945377160
10000000,399967688
500000,586592005
3000000,796263868
450000,336251174
450000,332034868
500000,905086685
450000,971695549
500000,879591389
3000000,925776686
3000000,909884950
450000,343603966
450000,336230281
500000,773336239
3000000,797912000
450000,333220290
450000,344132988
1000000,763741982
1000000,932345822
1000000,399678717
500000,931433542
500000,931810244
1000000,762788100
500000,917366439
10000000,925541888
450000,329766624
500000,931418200
1000000,898315177
1000000,946086790
10000000,819299555
3000000,869639568
500000,902771745
11000000,798272272
3000000,969218179
500000,909371308
450000,343633373
3000000,989387399
450000,326382139
3000000,973957997
10000000,393246810
1000000,708109709
500000,901739608
5000000,828797977
11325000,819391678
1000000,776261432
500000,853156228
3000000,383033699
450000,862941771
75000000,703336688
3000000,363042444
1000000,708084345
13800000,783816999
1000000,763710719
5000000,856898589
450000,332543639
12000000,373560000
1000000,762751851
15000000,706052014
5000000,898088900
500000,981769161
10000000,931383168
450000,326946439
1000000,763577066
450000,377473299
3000000,986888272
10000000,784551999
3000000,795148889
3000000,819298698
1000000,943863705
450000,862959293
1000000,763044377
76000000,868388666
500000,983162224
10000000,763522522
500000,877120779
10000000,922967666
3000000,349111100
450000,332568739
5000000,842366668
10300000,888889130
450000,329552466
450000,383370388
3000000,369846886
1000000,824817678
450000,988240473
500000,392162997
1000000,795713711
500000,879488567
500000,387712179
500000,399255772
1000000,763516345
3000000,972200248
5000000,766949969
450000,329428839
500000,985987482
450000,346517123
450000,327850866
450000,336016986
3000000,333968978
500000,528981995
500000,988907489
3000000,916514524
500000,565102005
450000,328635339
1000000,763522099
450000,378626388
1000000,944784106
3000000,833196296
450000,866270282
500000,975020853
5000000,862676779
50000000,978968789
1000000,975447441
1000000,877117756
12000000,988882655
500000,925102388
1000000,943594991
1000000,763581975
500000,586912004
450000,334280490
500000,889575139
3000000,933231981
10888000,357665888
450000,335170839
3000000,898118881
12000000,828999986
500000,986844974
450000,327335399
500000,935044663
450000,343350234
13900000,837868886
3000000,582344222
450000,972795461
12000000,856555599
5000000,961664686
500000,877334478
5000000,835678900
1000000,941792460
450000,375877566
3000000,989171002
450000,365295786
5000000,708780870
450000,335850739
450000,332958639
1000000,795616615
55000000,896661888
450000,332777082
500000,975854344
450000,344208468
450000,984291275
51480000,828579579
3000000,857586333
450000,335296239
500000,879611131
13500000,344697999
50000000,982228883
500000,877116641
3000000,336000986
10000000,346982888
12000000,829113939
450000,327758099
3000000,339167788
500000,936558244
3000000,964082013
5000000,971568539
3000000,988859916
500000,587091995
500000,815833099
500000,566732003
450000,865041341
3000000,375377977
450000,357205968
1000000,702764234
10000000,906112028
5000000,971982013
1000000,776191171
15000000,935688368
3000000,968352024
10000000,785660888
1000000,832345185
450000,336271539
3000000,911426262
500000,879929332
3000000,889487968
3000000,909498479
500000,879933772
500000,981710151
450000,336060490
3000000,945376996
500000,972534236
5000000,938624680
1000000,763688366
3000000,362679686
450000,343266646
1000000,984731626
450000,329221074
1000000,909178532
5000000,896667895
5000000,333964777
3000000,707001212
3000000,563888456
450000,334880286
11700000,832222898
5000000,773693555
10000000,968351997
500000,903126445
1000000,762645012
450000,344170568
450000,865254884
135000000,339556666
450000,335463799
10000000,889789222
450000,327382966
5000000,708986689
450000,866290108
5000000,336655186
500000,877004388
3000000,389999165
11600000,869835265
13000000,869979789
11325000,824034678
450000,988665749
1000000,764266123
1000000,944732327
500000,879217286
5000000,567668679
500000,969303271
1000000,788504333
500000,967372611
11000000,823987999
5000000,829051525
1000000,943978933
3000000,833384789
13300000,818222828
450000,349700969
450000,329120977
3000000,923109111
58000000,914752222
1000000,847932678
1000000,708017617
3000000,967702011
450000,359814288
1000000,947989943
1000000,763508345
5000000,568877986
500000,927319889
450000,865719478
1000000,824471678
450000,332870444
450000,326786586
5000000,909172668
14000000,855383868
1000000,762688484
1000000,797220597
450000,327177741
3000000,971808585
3000000,983955739
1000000,763684687
450000,865082788
450000,334304366
3000000,823151818
450000,342902018
500000,796464540
450000,335339236
1000000,949805268
1000000,917290957
450000,327306739
1000000,762701975
1000000,762504704
3000000,915913338
500000,879882287
5000000,388806556
5000000,909290496
5000000,395986869
5000000,818808800
3000000,888191003
3000000,868281299
450000,862978069
450000,363420139
450000,329045550
1000000,848842011
5000000,914818288
5000000,855680808
450000,343419739
500000,877010766
450000,344321118
5000000,867607789
1000000,847120378
75000000,523456780
500000,943619880
450000,862999418
1000000,903095404
450000,327050385
500000,523471982
80000000,335080808
3000000,926588000
5000000,796229977
1000000,945441288
3000000,767214666
71800000,845696666
5000000,898379837
1000000,941981911
13900000,856191191
500000,877110302
1000000,948629336
500000,855704123
1000000,944363014
3000000,936553779
11325000,817291678
3000000,983201080
15000000,815072015
5000000,908649955
450000,865666364
3000000,934946168
450000,335011978
10000000,848923999
500000,877150985
1000000,762567467
3000000,819878555
1000000,779007978
5000000,328383989
5000000,909282726
450000,343614668
450000,343205239
13900000,928627282
450000,343685669
3000000,923078779
500000,369523356
79000000,707797999
3000000,339122789
450000,356506066
1000000,763188000
1000000,702688044
3000000,566686279
450000,332184399
1000000,799250493
15000000,817052011
500000,346150272
450000,357140395
450000,332374279
500000,399400383
450000,382052013
450000,332106039
500000,888014140
500000,971656635
500000,877120685
450000,334553866
5000000,829136886
450000,862896796
10000000,904066088
5000000,705793777
1000000,795682382
1000000,925251965
1000000,946802213
5000000,389371777
500000,964618419
12600000,899966896
1000000,778526876
3000000,825478686
500000,877112237
5000000,866578679
500000,934185266
450000,866398366
450000,334121366
1000000,372698014
5000000,937566779
450000,353273699
12000000,813776777
13000000,922414888
450000,344293686
5000000,342561993
12800000,858950950
450000,353543739
500000,918004773
1000000,928783837
500000,969282687
1000000,816658000
1000000,867474913
500000,972988284
450000,334694879
388000000,988333338
500000,366626005
3000000,913972014
500000,362093696
3000000,397020239
500000,913357528
3000000,911866060
450000,383397227
450000,326450739
60000000,766607777
180000000,352179999
1000000,795725325
3000000,937821968
3000000,932053063
1000000,763637537
3000000,845994868
1000000,854964678
10000000,794069069
1000000,774458885
500000,985487330
500000,939847570
10200000,782224666
3000000,929111959
15000000,965933668
450000,326306766
450000,865767852
500000,902878044
3000000,794991368
500000,877111389
500000,583471997
450000,866711266
5000000,388981777
5000000,908150588
500000,977613755
450000,329275225
3000000,859585756
1000000,795754759
3000000,354949939
10000000,825376868
10100000,365026999
450000,385457139
1000000,932531712
5000000,879287928
1000000,944316393
450000,343620686
79000000,889999368
1000000,926434383
12000000,852536536
69000000,899992015
15000000,363326999
3000000,836689678
450000,343000286
450000,329577712
450000,333746599
3000000,902111293
3000000,565310999
450000,326658880
1000000,768523686
450000,332181008
1000000,948041086
1000000,763715012
500000,869379661
3000000,773939997
5000000,903174488
500000,921727393
1000000,762700708
5000000,855555791
1000000,855807678
450000,989908517
500000,877109799
3000000,888887572
3000000,868941985
1000000,774313678
500000,902932677
3000000,916454939
13000000,788885789
500000,905795466
1000000,926325166
500000,922480266
3000000,776809666
1000000,829084678
500000,985383902
450000,326592221
500000,936606484
52000000,934778778
1000000,762515015
1000000,708083783
13000000,922873999
3000000,835279333
500000,868690602
5000000,337699668
3000000,967435986
1000000,799142742
1000000,763672072
1000000,708088266
3000000,937882855
500000,877153322
3000000,777363698
450000,346670001
10000000,901108118
60000000,338333833
3000000,932736353
1000000,969629363
380000000,377345678
450000,329240179
3000000,907680286
450000,866200994
3000000,899681983
1000000,796365889
500000,909572375
1000000,927725776
3000000,867686896
5000000,795384555
50000000,973851999
500000,961083616
3000000,972568152
5000000,868638998
450000,343280907
450000,332368488
1000000,763022766
500000,528952003
10500000,349337999
3000000,828038686
450000,329954994
1000000,946810826
3000000,948987567
3000000,848122013
450000,974568854
3000000,938740770
3000000,906541974
3000000,934533439
500000,879285552
13600000,395360000
1000000,702635151
3000000,843986886
67500000,852686686
1000000,795719012
500000,879486938
1000000,762661962
500000,856116801
3000000,943869191
3000000,981010398
1000000,795747749
3000000,984390299
3000000,328567968
3000000,866161615
500000,359173488
1000000,705220223
13000000,789332332
500000,981497956
3000000,911956639
500000,379302382
450000,862902489
3000000,702350888
450000,366828339
450000,332640566
1000000,708074874
500000,975920694
450000,332843799
10000000,702995599
450000,329759139
1000000,762566011
450000,329612444
450000,327377721
1000000,945924959
1000000,795688600
450000,343852466
450000,344280972
1000000,904789911
3000000,984021003
3000000,782952345
5000000,792888884
10000000,333382969
10000000,963906390
450000,334246266
450000,356191181
3000000,982676499
450000,362138086
10400000,995332005
3000000,911812299
3000000,939913319
500000,983469178
1000000,763556123
500000,369324234
500000,877338852
450000,865078786
500000,961405722
3000000,789120693
1000000,889798082
3000000,356789430
1000000,358057345
3000000,931491444
450000,329474878
11000000,986363279
3000000,912199369
450000,328411196
500000,763888017
5000000,327968896
1000000,772840099
500000,939772164
5000000,819840123
500000,927082679
450000,372941345
5000000,938263268
500000,969840722
5000000,346674666
1000000,904786432
500000,369153253
450000,343651971
10136500,379322888
10000000,819450000
500000,927124679
170000000,988363999
500000,976608981
1000000,888952129
1000000,799144566
1000000,392006068
5000000,967532007
450000,336172239
450000,328751599
3000000,776698689
500000,879821286
5000000,377205666
500000,971460885
450000,334227770
450000,343280785
10000000,988382017
450000,862944669
500000,877108966
79000000,919257979
3000000,909679365
10000000,969929272
5000000,328882368
450000,335277763
1000000,898309240
1000000,981062569
1000000,966954339
10000000,862228998
450000,342605679
450000,334449788
95000000,987777577
450000,972130961
12900000,777777904
450000,866334386
1000000,946170590
500000,868117736
500000,563141989
95000000,389838989
3000000,936821812
1000000,964004048
13000000,787272666
3000000,816389777
500000,936475289
450000,327141081
5000000,786337879
500000,879882456
450000,332095699
11000000,927272786
500000,963945767
450000,332360988
10000000,776775999
5000000,399111696
500000,879488598
450000,973819576
1000000,945592110
450000,383642639
3000000,566789389
450000,336261273
450000,985544460
3000000,888932369
450000,346019567
1000000,996931987
50000000,981615615
450000,332900689
500000,877109488
10000000,929130130
5000000,921802777
90000000,797626626
450000,386270668
450000,334240976
450000,334162018
450000,343192139
5000000,911233232
1000000,763526126
3000000,328662015
500000,915131544
5000000,898981414
1000000,763641962
1000000,568353668
3000000,926559579
450000,329755988
5000000,966386698
3000000,815278989
5000000,854606606
12000000,889818898
1000000,762691966
11000000,785399939
450000,342948179
3000000,342733335
78000000,366337777
500000,962202594
1000000,974801086
5000000,365834999
1000000,985141787
3000000,919003667
3000000,824563579
12000000,923091978
1000000,926514868
1000000,396600112
450000,336247239
3000000,919545544
450000,335241276
3000000,815020282
1000000,947887219
500000,879930989
450000,333075889
1000000,944084889
13200000,766525525
3000000,963387179
450000,327318739
500000,354916088
1000000,779563222
450000,333127566
1000000,705982682
1000000,969926488
500000,815125969
14000000,858594999
500000,909532824
500000,865446630
1000000,946673663
3000000,818289368
80000000,965212121
11000000,562939939
13000000,939681789
5000000,765696869
500000,346001221
500000,398721722
1000000,822014678
3000000,783637968
1000000,795711978
1000000,799054654
1000000,762522022
450000,329649799
1000000,948953247
1000000,931871456
1000000,352670505
10600000,928253666
450000,386306539
450000,352160107
11325000,858964678
450000,867000643
10100000,843726999
1000000,778522833
450000,343310374
450000,374552386
10000000,797565678
1000000,942355065
3000000,833558655
450000,865619684
450000,333615445
5000000,926655955
10500000,764185888
500000,568191991
3000000,566486668
3000000,766661389
3000000,878507979
1000000,763014019
3000000,907141992
11325000,829437678
1000000,901537345
1000000,702655199
450000,866910799
10000000,926450666
5000000,785478555
500000,961624855
450000,332290706
1000000,941763272
3000000,386691995
450000,336201275
50400000,986264666
500000,878515171
500000,389311773
3000000,818539777
500000,877152199
15000000,889386668
500000,909620702
450000,334140539
5000000,987772022
450000,342805088
450000,327289266
1000000,886413961
500000,922737476
3000000,777070202
10000000,848899997
500000,927937866
450000,982494560
1000000,962994113
1000000,762633622
5000000,339232668
1000000,941593747
500000,983349464
3000000,834578777
450000,335645286
5000000,765437555
450000,975412373
450000,354816989
3000000,972302011
3000000,703059555
500000,859335839
450000,343441339
500000,867188328
1000000,941472978
3000000,824387878
450000,335811788
450000,344130614
5000000,339838983
500000,922743179
1000000,702717317
3000000,946042005
1000000,328602011
450000,374120296
150000000,763456666
450000,326452139
5000000,847772013
450000,336030794
450000,987353794
3000000,382652017
450000,974792378
450000,335090714
72000000,964050505
450000,329439286
450000,357768199
1000000,942110193
450000,866204588
1000000,909173513
1000000,799036262
3000000,793886986
1000000,889724106
1000000,912668813
12000000,825560999
1000000,763652651
500000,961550856
3000000,778000234
1000000,763617474
500000,888161225
450000,343877227
450000,865369676
450000,327933347
500000,794834768
450000,971958747
450000,862954669
11325000,848654678
150000000,917888000
1000000,795622121
1000000,946955760
13000000,373752999
15000000,702062011
55000000,779585858
230000000,973332222
1000000,763722121
3000000,902702112
66000000,774319999
500000,982451093
12000000,357233233
1000000,762667967
500000,764160234
1000000,763608308
450000,865055584
450000,866458798
450000,334544166
500000,974266259
1000000,921084568
15000000,905073838
450000,329674899
450000,865777873
1000000,762722577
500000,899647399
450000,866196782
450000,338795399
3000000,943990404
5000000,977123663
450000,862889486
12900000,925310999
450000,334437339
500000,938737210
10900000,348993888
3000000,919297700
450000,362093883
3000000,926792979
10000000,702097999
1000000,926116007
450000,325427667
11000000,793971999
11325000,846396678
450000,325434641
500000,981127297
10000000,707767679
1000000,909270663
450000,343082186
500000,877112969
1000000,763729494
450000,333047669
12000000,987777962
500000,971139663
5000000,814009333
1000000,708152151
1000000,762666411
500000,988604890
450000,327527639
450000,333645386
450000,333128266
1000000,762644500
450000,327191103
450000,333117439
10500000,386139239
450000,343065689
500000,862230320
5000000,903489878
1000000,762625425
10000000,961592626
500000,967776742
86750000,833676666
3000000,858548686
1000000,566595939
450000,862922178
11500000,769180999
5000000,972682022
3000000,907627292
1000000,795666400
3000000,938606050
450000,328630004
500000,948544959
450000,343037139
450000,375960168
450000,335180804
13000000,383779955
3000000,813779339
3000000,982683599
1000000,708088344
11325000,812807678
11325000,853084678
5000000,832182000
1000000,795652654
1000000,762788766
5000000,818886166
3000000,978825898
1000000,772361868
15000000,936877879
500000,847640456
1000000,898071618
3000000,974438486
500000,388176739
1000000,931766997
5000000,865589668
1000000,702659654
450000,326906446
120000000,948706666
10500000,922547888
500000,523891983
5000000,911796579
450000,334100803
1000000,786660550
500000,877177710
500000,879610669
1000000,373115653
3000000,912557768
3000000,929098979
450000,971986940
450000,342846444
1000000,762581181
1000000,774100234
450000,336291203
450000,327952188
5000000,888969000
500000,971674891
1000000,334642456
5000000,327767776
3000000,946775868
1000000,947040941
450000,866002321
3000000,374710710
12000000,399555168
450000,328190791
1000000,813541555
1000000,904728724
450000,332546556
3000000,972866189
12800000,853036888
450000,981747892
13000000,825508999
3000000,865220689
1000000,708145149
93000000,979399666
3000000,582316555
5000000,901323457
1000000,778543643
3000000,961162639
13000000,777747666
500000,918541105
3000000,901291010
5000000,852686186
1000000,889889394
139000000,923956666
450000,866134572
450000,338780988
450000,866490330
1000000,763344699
1000000,795754757
500000,879400477
1000000,945298412
5000000,901314242
1000000,962340278
3000000,904737478
1000000,848885899
450000,372921115
1000000,773306876
11500000,399848899
13500000,325012017
800000000,967656683
450000,332260079
1000000,985271838
5000000,799536373
1000000,762799166
500000,934183266
450000,862962178
1000000,705216210
3000000,889868616
1000000,335598123
181000000,877777775
12000000,705757888
59900000,705888686
10000000,826015999
3000000,888089797
450000,344342442
1000000,916615786
11000000,888389979
3000000,963511399
1000000,795631967
3000000,969230775
3000000,934156116
3000000,986069566
450000,866394443
450000,363708086
5000000,924416777
500000,799122776
500000,837253259
450000,343035199
1000000,708181681
1000000,702798598
58000000,939695999
5000000,868610668
11500000,838638866
10000000,389981989
450000,343148779
450000,332857039
160000000,832929292
10000000,828135799
3000000,868588852
1000000,704180179
500000,926302309
11325000,853387678
3000000,772754567
10000000,832222886
1000000,705232543
10000000,362137999
500000,877115510
