price_vnd,sim_number
2738926,398982012
537768064,905058888
4931056,909348626
2837061,896899090
1572376,989679748
3556541,987052020
5672772,939892186
1832549,973893219
55466128,792206666
2372822,336130266
3952453,327557468
2344293,363537667
3876014,825333330
3407396,332324188
3803656,962959678
2233774,983582015
7246746,889898589
1594925,795333184
1935156,899515184
2734844,343070566
2888565,984297467
1444628,328040482
2856444,989080416
3900887,763919399
2707413,921651221
1158578,329362442
2000021,945982061
1904722,936693036
1811271,913329031
153386016,867909999
1846284,981241194
21141424,829866866
2375392,783420520
2981403,867773392
7277130,352573979
1459074,763638438
3814074,763665234
1916358,343220739
2217158,763518018
1645758,947418167
2061025,898027171
2192092,333154669
4697740,866606006
3178064,908999596
2637221,327130904
1488426,357241499
1804405,336010191
3367480,799787222
14708292,855682288
2107262,344184686
1524836,866926918
6497990,931563168
2387090,359299139
5229721,924210777
1486167,342850539
1996439,879879737
3575672,335471279
8301128,859438999
2295068,937141414
8704892,329989666
7096738,768282666
2673678,838911567
5410116,368736879
2500643,969431917
1705924,866366436
1859963,914383738
2302506,332152566
3138849,852574574
2702302,899088908
3309049,776761761
1632609,879483738
4689204,702682182
5003196,913612399
3702810,333710399
2263737,947600365
4708411,784339339
1788075,817775253
2171404,846779968
2819762,877994088
8518446,932770555
2505961,344121366
60552932,779526666
1445000,706092015
2667392,367434445
1927539,335972486
2889947,886456856
3812794,365251088
5050252,836977797
3525149,901638836
2588823,393593935
4058911,333990669
4843445,836983188
1798934,906994993
4096996,845239678
3082001,367153567
2394494,816131818
1396618,344060775
5978070,866868128
7563937,912969779
1571797,763039654
5654678,896711811
3684964,396685686
3950858,328158366
2717869,763567267
2586912,848406879
6041796,356777000
2121205,909823841
38157024,949682345
2680599,705179339
1533848,965089311
2313493,338625986
1644017,336190639
14712029,921857999
1222437,879882285
1968586,879288486
2692620,909107350
2626433,762781974
5304459,786000008
963003,762658484
1458620,336260795
1933636,827061996
2814380,343257997
1509133,334458239
2140546,344136968
125762136,819926789
3174392,866054562
8402093,778090999
1473604,935363895
1309334,353316539
2026528,353740740
2503704,971864808
1549865,865369039
1752288,945377160
4865072,399967688
2343192,586592005
6069014,796263868
1641665,336251174
2547738,332034868
2387828,905086685
2028886,971695549
3828476,879591389
4952041,925776686
2166436,909884950
2010979,343603966
2158399,336230281
2976468,773336239
6149391,797912000
2610542,333220290
3515450,344132988
1682467,763741982
3133424,932345822
1720698,399678717
3844772,931433542
2298252,931810244
2634964,762788100
2000516,917366439
30590426,925541888
1530141,329766624
2007914,931418200
2942413,898315177
2320096,946086790
8620457,819299555
1618954,869639568
2319781,902771745
2448730,798272272
5660093,969218179
3709986,909371308
1565728,343633373
4650670,989387399
2182806,326382139
5068797,973957997
1556940,393246810
2048450,708109709
2217242,901739608
6738817,828797977
4960998,819391678
1639751,776261432
4709218,853156228
3109654,383033699
1457587,862941771
59719356,703336688
5771564,363042444
2033327,708084345
8469767,783816999
1302600,763710719
4063108,856898589
1996225,332543639
16031960,373560000
1471859,762751851
1819813,706052014
4666953,898088900
2500415,981769161
6421234,931383168
1480282,326946439
1637703,763577066
1862752,377473299
2933945,986888272
8308002,784551999
5172520,795148889
2664330,819298698
2414345,943863705
4105044,862959293
2594068,763044377
63211200,868388666
2848829,983162224
3679532,763522522
2657404,877120779
5918154,922967666
6345590,349111100
1788953,332568739
7734788,842366668
2899388,888889130
3189904,329552466
2442580,383370388
4008207,369846886
5383478,824817678
1732759,988240473
2699512,392162997
2101352,795713711
2403460,879488567
2827553,387712179
1919716,399255772
2171216,763516345
2462356,972200248
2652816,766949969
2097560,329428839
2214785,985987482
1459833,346517123
3105378,327850866
2542342,336016986
3585066,333968978
1176648,528981995
4029546,988907489
1973791,916514524
1666816,565102005
2719078,328635339
1565340,763522099
4607204,378626388
2541663,944784106
1839647,833196296
2056998,866270282
2290005,975020853
3821573,862676779
33473628,978968789
2749227,975447441
1834010,877117756
10309702,988882655
4014915,925102388
2501230,943594991
2413618,763581975
2159803,586912004
1698969,334280490
2537993,889575139
2938782,933231981
8786807,357665888
1381548,335170839
5383195,898118881
8646383,828999986
2139215,986844974
3548583,327335399
2317992,935044663
2463437,343350234
11033931,837868886
8415381,582344222
2810566,972795461
6664203,856555599
4081975,961664686
1546568,877334478
7539168,835678900
1502130,941792460
3007013,375877566
4460263,989171002
1687112,365295786
1574656,708780870
1788415,335850739
1515362,332958639
1765022,795616615
46621144,896661888
1096720,332777082
2503335,975854344
2142052,344208468
1460058,984291275
5153477,828579579
6631312,857586333
1637104,335296239
2333829,879611131
10026527,344697999
8006339,982228883
1523433,877116641
2364697,336000986
8607675,346982888
4529009,829113939
1570083,327758099
6419270,339167788
6459074,936558244
1599050,964082013
3918502,971568539
3212174,988859916
2135785,587091995
1784979,815833099
2435129,566732003
1597007,865041341
4691498,375377977
2003318,357205968
2704869,702764234
1995869,906112028
2270474,971982013
2415752,776191171
5012520,935688368
1747419,968352024
8342514,785660888
4179806,832345185
1922127,336271539
5968082,911426262
2186913,879929332
2729599,889487968
3573960,909498479
1384206,879933772
1998111,981710151
1818305,336060490
2454734,945376996
2821605,972534236
2243842,938624680
4580181,763688366
4182849,362679686
1264590,343266646
3605146,984731626
1116043,329221074
2074931,909178532
1953990,896667895
6375986,333964777
3229774,707001212
3099418,563888456
1838950,334880286
3349144,832222898
4725568,773693555
4372799,968351997
2105488,903126445
2345277,762645012
2218923,344170568
1625758,865254884
105463400,339556666
2969301,335463799
7309062,889789222
1883238,327382966
6782100,708986689
2254728,866290108
2592420,336655186
1957703,877004388
3290402,389999165
1997450,869835265
33414540,869979789
4832666,824034678
3272161,988665749
2778430,764266123
2292142,944732327
1679727,879217286
3150524,567668679
2591878,969303271
3701271,788504333
2900437,967372611
9529303,823987999
2673554,829051525
2630140,943978933
4403228,833384789
6941658,818222828
1735075,349700969
2883447,329120977
5550924,923109111
44320660,914752222
4844104,847932678
1740256,708017617
2459360,967702011
4276618,359814288
1827137,947989943
2237208,763508345
3485281,568877986
5212711,927319889
1472016,865719478
5116420,824471678
3130934,332870444
3625765,326786586
4734353,909172668
7330063,855383868
961316,762688484
2998127,797220597
1471777,327177741
2219522,971808585
1968383,983955739
1433902,763684687
2576854,865082788
1570315,334304366
2423749,823151818
1379703,342902018
1805473,796464540
2937334,335339236
2587335,949805268
2450632,917290957
2249812,327306739
1883439,762701975
2058807,762504704
3270945,915913338
1129996,879882287
3769790,388806556
3312647,909290496
2134911,395986869
4873873,818808800
2808735,888191003
2703696,868281299
1531182,862978069
2038843,363420139
2196802,329045550
1780371,848842011
7339805,914818288
5252649,855680808
1455399,343419739
1883973,877010766
2677073,344321118
4639912,867607789
3189389,847120378
3335840,523456780
2061090,943619880
1625694,862999418
3186578,903095404
1777149,327050385
3120691,523471982
119136240,335080808
7309206,926588000
3361306,796229977
5445524,945441288
4874432,767214666
88053096,845696666
2023788,898379837
2521733,941981911
3671679,856191191
1901817,877110302
2626792,948629336
1664832,855704123
2440584,944363014
5604179,936553779
4014729,817291678
2091868,983201080
2761740,815072015
1632456,908649955
1418551,865666364
5194690,934946168
2928334,335011978
8749056,848923999
1407905,877150985
3062464,762567467
6558991,819878555
4812106,779007978
5750439,328383989
2836728,909282726
2113966,343614668
1629952,343205239
2622691,928627282
1748426,343685669
7150451,923078779
2587885,369523356
75935016,707797999
8187868,339122789
3957289,356506066
4773044,763188000
1778777,702688044
1834670,566686279
1782613,332184399
2048758,799250493
2560387,817052011
2247060,346150272
2057082,357140395
2265154,332374279
2001293,399400383
2246402,382052013
1406513,332106039
2026702,888014140
2115224,971656635
1511728,877120685
3871882,334553866
6400924,829136886
1101446,862896796
4200769,904066088
7398749,705793777
3818762,795682382
1477914,925251965
2047289,946802213
5238068,389371777
1341762,964618419
6112348,899966896
1434482,778526876
4761942,825478686
1752342,877112237
5600176,866578679
2441762,934185266
5309548,866398366
2560561,334121366
1568168,372698014
8313876,937566779
2713762,353273699
5654422,813776777
6630508,922414888
3549616,344293686
2665672,342561993
2022474,858950950
3014998,353543739
2431268,918004773
2664833,928783837
2661073,969282687
5543418,816658000
1838638,867474913
1696152,972988284
2470456,334694879
423970592,988333338
2196773,366626005
2711793,913972014
2169924,362093696
2842506,397020239
3751416,913357528
2959256,911866060
2590926,383397227
2017397,326450739
75146808,766607777
122310352,352179999
2006526,795725325
3073324,937821968
1970890,932053063
1196360,763637537
2862066,845994868
2803638,854964678
1646984,794069069
4020656,774458885
1679480,985487330
2411046,939847570
17811168,782224666
3060497,929111959
5147683,965933668
2452980,326306766
1794511,865767852
2028310,902878044
4808174,794991368
2901632,877111389
3394253,583471997
2931686,866711266
7721576,388981777
4253854,908150588
2401400,977613755
2061647,329275225
2997578,859585756
1897879,795754759
3833773,354949939
6236831,825376868
8715724,365026999
2506088,385457139
2014588,932531712
2074467,879287928
2803807,944316393
2783967,343620686
72461544,889999368
3110222,926434383
2499180,852536536
4879438,899992015
9498905,363326999
3627857,836689678
2882934,343000286
1727290,329577712
2592022,333746599
1707307,902111293
6060468,565310999
1960989,326658880
5333800,768523686
1358106,332181008
2449159,948041086
1953829,763715012
1534694,869379661
5137762,773939997
4603941,903174488
4929484,921727393
3246779,762700708
3655715,855555791
4000023,855807678
2596169,989908517
4253884,877109799
5190777,888887572
1929556,868941985
5055476,774313678
3467989,902932677
3523595,916454939
9667425,788885789
4565066,905795466
3187550,926325166
2788096,922480266
5504798,776809666
3299584,829084678
2193305,985383902
1766932,326592221
1311760,936606484
4845409,934778778
1625657,762515015
1452602,708083783
8974370,922873999
4804287,835279333
2394884,868690602
3737174,337699668
2463717,967435986
1808326,799142742
1844791,763672072
1559288,708088266
1737916,937882855
1665329,877153322
2733479,777363698
4221860,346670001
2665802,901108118
62190060,338333833
1367544,932736353
2751714,969629363
446208032,377345678
1826893,329240179
2097759,907680286
1459503,866200994
3062173,899681983
3109309,796365889
2720717,909572375
3489039,927725776
2144177,867686896
4231725,795384555
57948176,973851999
1265210,961083616
3850029,972568152
8000420,868638998
3710270,343280907
3411781,332368488
2038828,763022766
2971971,528952003
9252793,349337999
7832450,828038686
1597214,329954994
2369013,946810826
2414320,948987567
2638840,848122013
3159276,974568854
3810667,938740770
2617695,906541974
2396752,934533439
1806960,879285552
6322668,395360000
1622647,702635151
7963774,843986886
87069424,852686686
2013796,795719012
1773667,879486938
2157186,762661962
1969455,856116801
2607188,943869191
2085676,981010398
1487998,795747749
3066026,984390299
3697197,328567968
3106972,866161615
1904064,359173488
2051489,705220223
5725630,789332332
3770970,981497956
2085765,911956639
2855291,379302382
2701841,862902489
6693804,702350888
2168378,366828339
1967249,332640566
1324999,708074874
1751092,975920694
2575950,332843799
3722692,702995599
1839529,329759139
2731200,762566011
6017548,329612444
1547497,327377721
2022764,945924959
2166748,795688600
2181128,343852466
1365911,344280972
5509343,904789911
2357442,984021003
3430681,782952345
6223927,792888884
3644214,333382969
1649382,963906390
1847294,334246266
5117960,356191181
2306800,982676499
1569482,362138086
2793382,995332005
4792352,911812299
2802196,939913319
3963396,983469178
2683440,763556123
2468321,369324234
1494101,877338852
1526229,865078786
2385091,961405722
2941735,789120693
2963140,889798082
2141034,356789430
3608375,358057345
5766455,931491444
1879798,329474878
3693720,986363279
2119115,912199369
1439025,328411196
1457726,763888017
1516352,327968896
1479548,772840099
4188661,939772164
2423318,819840123
5333604,927082679
2528961,372941345
4875723,938263268
2134696,969840722
4774967,346674666
1519146,904786432
1312646,369153253
1709452,343651971
8739496,379322888
7710889,819450000
3872536,927124679
185842560,988363999
3465142,976608981
3184443,888952129
2548421,799144566
5961724,392006068
3453505,967532007
2134996,336172239
2247650,328751599
6209062,776698689
3086217,879821286
4172560,377205666
2072356,971460885
2198885,334227770
1586984,343280785
2088872,988382017
1474698,862944669
1973533,877108966
109231448,919257979
1624342,909679365
2794894,969929272
2810350,328882368
2011686,335277763
1914545,898309240
3739166,981062569
1754856,966954339
7352128,862228998
3324798,342605679
5679775,334449788
66218740,987777577
1662561,972130961
5175060,777777904
2572104,866334386
2295763,946170590
2233756,868117736
6285387,563141989
49283392,389838989
2377252,936821812
1873492,964004048
5641351,787272666
6603222,816389777
5005802,936475289
1804666,327141081
6142830,786337879
3020325,879882456
3232127,332095699
3199362,927272786
2051870,963945767
3231425,332360988
8560490,776775999
4388303,399111696
1653170,879488598
2306964,973819576
3059295,945592110
2125016,383642639
3277240,566789389
1378717,336261273
1363365,985544460
3389445,888932369
1655489,346019567
2306618,996931987
1767377,981615615
2369519,332900689
2436568,877109488
2551458,929130130
5213874,921802777
5119814,797626626
3262392,386270668
1815197,334240976
1883263,334162018
1985833,343192139
2391813,911233232
3427643,763526126
1309355,328662015
2592241,915131544
2104224,898981414
1484573,763641962
5033229,568353668
5624180,926559579
4557368,329755988
4121686,966386698
6153104,815278989
2118522,854606606
15053170,889818898
3177533,762691966
7287629,785399939
1982116,342948179
1381728,342733335
84985784,366337777
1263422,962202594
1749270,974801086
8165724,365834999
3165764,985141787
2387616,919003667
4444734,824563579
4719663,923091978
3580940,926514868
1945130,396600112
1918853,336247239
5023856,919545544
1554751,335241276
1927158,815020282
1997242,947887219
3820655,879930989
3608589,333075889
3771662,944084889
2480707,766525525
3753760,963387179
1372759,327318739
2588273,354916088
3256558,779563222
4119163,333127566
3176286,705982682
4085884,969926488
1954726,815125969
7301674,858594999
2316362,909532824
1618142,865446630
4425158,946673663
2964555,818289368
48426976,965212121
2743615,562939939
7954306,939681789
3264713,765696869
1571463,346001221
2420548,398721722
3092437,822014678
2460629,783637968
2958862,795711978
1839152,799054654
1938143,762522022
4055754,329649799
1345880,948953247
1889644,931871456
2141171,352670505
5552296,928253666
2307408,386306539
2252961,352160107
3473721,858964678
1986870,867000643
7541002,843726999
3029044,778522833
1761735,343310374
2513774,374552386
9341337,797565678
3228342,942355065
1805155,833558655
1138189,865619684
3304898,333615445
3997986,926655955
7261860,764185888
4683788,568191991
6359808,566486668
4539921,766661389
7208982,878507979
1369943,763014019
2388762,907141992
4994380,829437678
3506369,901537345
1632210,702655199
4251376,866910799
6267269,926450666
5824228,785478555
2589763,961624855
2454633,332290706
3261078,941763272
2904774,386691995
1340229,336201275
12491491,986264666
2107943,878515171
1272217,389311773
6400224,818539777
1604573,877152199
8968157,889386668
2690481,909620702
1438140,334140539
4592912,987772022
2047498,342805088
2465861,327289266
1631974,886413961
3571240,922737476
3042487,777070202
8897543,848899997
4721987,927937866
1897840,982494560
2021976,962994113
2757527,762633622
2892340,339232668
2683502,941593747
1586021,983349464
8327426,834578777
1879615,335645286
4453830,765437555
1940890,975412373
4984721,354816989
2350610,972302011
5240002,703059555
2293513,859335839
2169955,343441339
2338650,867188328
3005237,941472978
7065350,824387878
5386444,335811788
1323188,344130614
3361557,339838983
4367655,922743179
1833023,702717317
2265870,946042005
2080582,328602011
1200281,374120296
116816168,763456666
1500256,326452139
2911207,847772013
1882729,336030794
2625698,987353794
1448655,382652017
3626935,974792378
1859599,335090714
4113996,964050505
1833189,329439286
2368610,357768199
1514454,942110193
2513100,866204588
2597833,909173513
4253793,799036262
5847671,793886986
2526441,889724106
3700769,912668813
9507981,825560999
1642161,763652651
2236132,961550856
2032542,778000234
1226326,763617474
2456704,888161225
1615311,343877227
1906962,865369676
1515925,327933347
1858480,794834768
2336106,971958747
1444979,862954669
3126512,848654678
92365048,917888000
3140885,795622121
1562893,946955760
9772245,373752999
2193894,702062011
8933646,779585858
271945312,973332222
2050218,763722121
2228539,902702112
79498984,774319999
1787195,982451093
3126658,357233233
1471240,762667967
2779816,764160234
1531440,763608308
2337028,865055584
2703942,866458798
4270654,334544166
1560781,974266259
3406745,921084568
4453267,905073838
2642373,329674899
2916682,865777873
2548468,762722577
2283528,899647399
2310605,866196782
3305670,338795399
2390561,943990404
5131344,977123663
2190380,862889486
8734626,925310999
3241414,334437339
2357078,938737210
21114916,348993888
5799898,919297700
1885474,362093883
6592960,926792979
10085021,702097999
1813428,926116007
1751504,325427667
7939280,793971999
5023358,846396678
1679114,325434641
3711177,981127297
6658000,707767679
2504408,909270663
2539251,343082186
1421129,877112969
1096922,763729494
2097298,333047669
4622763,987777962
2544484,971139663
7174360,814009333
1381278,708152151
1798704,762666411
1971861,988604890
1779096,327527639
3199200,333645386
5558918,333128266
1756164,762644500
1902830,327191103
1879002,333117439
2640849,386139239
2376060,343065689
1868323,862230320
3482354,903489878
2221372,762625425
4016710,961592626
2653849,967776742
107890120,833676666
8012874,858548686
4279946,566595939
2381573,862922178
8334202,769180999
4499920,972682022
2329060,907627292
1716728,795666400
4110486,938606050
1948037,328630004
3109743,948544959
2439738,343037139
1960892,375960168
2295084,335180804
2023438,383779955
2940919,813779339
5237999,982683599
1985893,708088344
4925371,812807678
3214342,853084678
2868884,832182000
1831815,795652654
2076788,762788766
6642456,818886166
4304904,978825898
4585586,772361868
7454068,936877879
2068293,847640456
1898526,898071618
2387339,974438486
2503924,388176739
4881989,931766997
3895323,865589668
1552717,702659654
1640614,326906446
97410320,948706666
7411574,922547888
2285639,523891983
3663968,911796579
2132035,334100803
2423582,786660550
1889643,877177710
1403203,879610669
1500824,373115653
5502176,912557768
17247238,929098979
2660654,971986940
3515326,342846444
3108012,762581181
2941943,774100234
2121927,336291203
3248582,327952188
8721663,888969000
1728842,971674891
2626189,334642456
2033675,327767776
3605014,946775868
